,State,cycle,AreaNumber,alpha,beta
1578,OH,2000,17,26.247473422525999,10.200627422738117
1579,OH,2000,18,14.137450946075587,14.341438669881361
1580,OH,2010,1,164.26289608067566,256.89933763822108
1581,OH,2010,2,74.176330590631125,130.05846121519184
1582,OH,2010,3,143.57984113078993,66.743422972075521
1583,OH,2010,4,84.92287940427174,162.85877982726029
1584,OH,2010,5,38.515269070874666,76.991599317649431
1585,OH,2010,6,27.412830248883381,43.528675098453668
1586,OH,2010,7,46.67626601994688,77.899468011556422
1587,OH,2010,8,140.24560027859664,351.47439758759833
1588,OH,2010,9,124.05359677960789,51.068584366014704
1589,OH,2010,10,100.13191745372268,185.93969949407986
1590,OH,2010,11,309.00767873311423,77.788979184246145
1591,OH,2010,12,70.74555868516147,149.33326855791816
1592,OH,2010,13,214.74316018325291,93.464027829429924
1593,OH,2010,14,94.839119643695739,155.97082013445717
1594,OH,2010,15,121.39402190986732,221.35618402027518
1595,OH,2010,16,39.42494751791299,60.060756624457817
1596,OK,1970,1,45.043499058614827,31.013840398213716
1597,OK,1970,2,30.686802240572646,21.687658004973734
1598,OK,1970,3,74.974107211813077,15.727260149303261
1599,OK,1970,4,19.771514522530648,10.639384360408588
1600,OK,1970,5,4.2776553091598499,6.1971294656401676
1601,OK,1970,6,6.0315871484142658,4.3047487860819942
1602,OK,1980,1,54.526182062017547,58.176338535408121
1603,OK,1980,2,52.782485371556412,23.541010121585909
1604,OK,1980,3,114.38054880020906,29.311722702226206
1605,OK,1980,4,60.901923832025204,26.348992969381424
1606,OK,1980,5,36.476619137706862,93.731723668190583
1607,OK,1980,6,32.467636111459008,12.781887516147243
1608,OK,1990,1,20.673320752163058,36.362670060139294
1609,OK,1990,2,31.098148881111968,31.712944026460793
1610,OK,1990,3,8.4936776333080672,5.9898765437443791
1611,OK,1990,4,8.2111198903948406,9.7816839330776055
1612,OK,1990,5,18.207856368976685,35.598744778395208
1613,OK,1990,6,6.9672883044270568,9.8412195951309496
1614,OK,2000,1,49.410458262223841,84.077648695281624
1615,OK,2000,2,40.511896999763799,19.109887753575357
1616,OK,2000,3,32.137448353518693,89.121545679210612
1617,OK,2000,4,33.732076064701708,57.019206755509224
1618,OK,2000,5,83.155715075414577,152.99515886904908
1619,OK,2010,1,182.92779951062724,362.33794912090679
1620,OK,2010,2,20.132208450157318,46.383937609817274
1621,OK,2010,3,86.471926362651473,318.57548473176553
1622,OK,2010,4,108.99264158348308,289.83875908803026
1623,OK,2010,5,211.08770839082524,336.26228212274464
1624,OR,1970,1,10.783421691547389,8.8236075699200036
1625,OR,1970,2,17.702921444972379,8.7704884675615027
1626,OR,1970,3,63.974339354033816,29.779752943799327
1627,OR,1970,4,23.005254572807168,21.208822948256284
1628,OR,1980,1,34.498049596590725,21.922437008175482
1629,OR,1980,2,40.290467667751543,62.193996887286531
1630,OR,1980,3,56.034391488577313,14.610737759541536
1631,OR,1980,4,41.303439021395413,26.780552598111438
1632,OR,1980,5,42.495401369912592,46.508976870896298
1633,OR,1990,1,73.039400362595416,63.443454357609426
1634,OR,1990,2,31.087247063527066,58.897831461536164
1635,OR,1990,3,86.230818107819005,26.82921680287523
1636,OR,1990,4,137.86590361130592,60.143393639340658
1637,OR,1990,5,49.36534409306811,38.939261954661866
1638,OR,2000,1,98.213102283493214,61.210932701347055
1639,OR,2000,2,51.518253105165904,136.58319698060035
1640,OR,2000,3,124.64287075945025,41.839300512386494
1641,OR,2000,4,99.507104998837406,63.132300356921206
1642,OR,2000,5,130.04272160448329,105.25140862224136
1643,OR,2010,1,307.67581354787228,181.98730884188024
1644,OR,2010,2,114.67718127382145,291.98966725302091
1645,OR,2010,3,320.44077009114329,85.936486376387521
1646,OR,2010,4,301.12713087050622,202.27142636054856
1647,OR,2010,5,298.27315610356612,230.57077532256261
1648,PA,1970,1,59.607460343300446,21.927721642795845
1649,PA,1970,2,46.529944626232584,15.016905355033666
1650,PA,1970,3,41.328195621197118,18.257661214405978
1651,PA,1970,4,9.4943388948138043,7.7510331420122327
1652,PA,1970,5,13.731852888468838,27.84260693058275
1653,PA,1970,6,51.095346709990373,20.666882337640949
1654,PA,1970,7,31.394802212066267,30.676639322141313
1655,PA,1970,8,17.40511798585047,19.123475858177425
1656,PA,1970,9,19.782123073013416,35.748970377207861
1657,PA,1970,10,14.345865729512242,35.024553448262104
1658,PA,1970,11,15.599181708941682,9.1613329301612012
1659,PA,1970,12,9.4721675903356619,7.1045565642770043
1660,PA,1970,13,30.921008020707248,61.953723938634809
1661,PA,1970,14,25.681013853190805,12.412699657202358
1662,PA,1970,15,17.399641969051643,15.229799267874418
1663,PA,1970,16,14.056686550084764,34.321820489410669
1664,PA,1970,17,9.8761310536527702,10.188370637031861
1665,PA,1970,18,4.9548261204609494,5.3436377930974812
1666,PA,1970,19,7.566901154847117,15.528845541326401
1667,PA,1970,20,31.190321011321434,11.761580606092078
1668,PA,1970,21,33.929701088106832,20.318904051171508
1669,PA,1970,22,36.131211816952501,19.433040639342352
1670,PA,1970,23,11.582572599858015,14.973122772620187
1671,PA,1970,24,11.680495132108382,10.998653887387162
1672,PA,1970,25,20.03035443628961,17.811422708202091
1673,PA,1980,1,110.10870935991771,35.34351262335796
1674,PA,1980,2,64.869943790899882,5.2545127000424303
1675,PA,1980,3,55.442742274497157,37.013908751540377
1676,PA,1980,4,52.125969124455658,33.371333357886705
1677,PA,1980,5,18.00226222857647,39.523635016764203
1678,PA,1980,6,53.07330135227506,28.010584323995865
1679,PA,1980,7,15.234078907700995,20.843038633294825
1680,PA,1980,8,87.203492322689414,73.662922791167944
1681,PA,1980,9,79.848772476501708,153.97692564716027
1682,PA,1980,10,31.92714999645553,87.126643259942711
1683,PA,1980,11,46.36672390285937,29.896718866863704
1684,PA,1980,12,97.662994679096329,50.576016601014963
1685,PA,1980,13,46.133873197467217,72.864701469350535
1686,PA,1980,14,91.273163086896403,26.89569390614777
1687,PA,1980,15,95.833243187316711,133.16279590700012
1688,PA,1980,16,26.729302506239282,71.398398679021341
1689,PA,1980,17,21.569778781946191,45.932745931724007
1690,PA,1980,18,41.701129520327839,29.666480601459725
1691,PA,1980,19,36.960150373505833,107.08950486469595
1692,PA,1980,20,69.381965923361989,25.449466897257022
1693,PA,1980,21,6.9117411006876193,15.266641491098987
1694,PA,1980,22,41.983396085464612,14.971576377923304
1695,PA,1980,23,38.368134754144116,54.833134284837577
1696,PA,1990,1,72.654844004492659,13.588161143472052
1697,PA,1990,2,60.227253661928017,11.177599819205827
1698,PA,1990,3,71.179506007279002,40.113348382882961
1699,PA,1990,4,12.268266714292368,7.3551979547048925
1700,PA,1990,5,108.4933660490004,164.66916297906604
1701,PA,1990,6,58.773696407157118,40.80493017024861
1702,PA,1990,7,53.341583057799674,113.38347948547052
1703,PA,1990,8,25.529149368406706,42.924941708997785
1704,PA,1990,9,58.02617517928438,162.79979514022125
1705,PA,1990,10,26.800530226510904,37.201442695210567
1706,PA,1990,11,164.75647086107358,81.227241714894149
1707,PA,1990,12,149.97086097086537,64.632788643910828
1708,PA,1990,13,108.77524325431595,105.21927888264618
1709,PA,1990,14,66.272272080147829,34.898940638983014
1710,PA,1990,15,58.036410278696074,57.225091265805268
1711,PA,1990,16,44.354488284576554,88.714582492541069
1712,PA,1990,17,63.674595597500144,156.55445973881078
1713,PA,1990,18,14.451262933448252,10.58671885863188
1714,PA,1990,19,24.156584007527023,46.99149817520901
1715,PA,1990,20,56.59847129423818,45.280715578314656
1716,PA,1990,21,23.896722520311357,34.18288728888183
1717,PA,2000,1,97.802505435733167,12.917446609708769
1718,PA,2000,2,101.75246726314091,12.6805009542199
1719,PA,2000,3,64.665651096226313,79.406602063689022
1720,PA,2000,4,19.251630173226516,22.541633745430531
1721,PA,2000,5,40.851765365794371,68.668445649337826
1722,PA,2000,6,100.29932776801083,110.63071972871803
1723,PA,2000,7,15.725503765344605,17.727079074642766
1724,PA,2000,8,29.369773419720183,32.91050035812485
1725,PA,2000,9,30.033373944333007,62.609983269892339
1726,PA,2000,10,72.591432086765451,68.042740461335853
1727,PA,2000,11,21.093732698950227,16.301811200646561
1728,PA,2000,12,31.285075372213281,20.322951383579319
1729,PA,2000,13,51.378781512054708,35.329535661137704
1730,PA,2000,14,185.56958356178095,76.003067585283901
1731,PA,2000,15,108.42918820505422,148.26722057327336
1732,PA,2000,16,64.817352705668966,105.70849857309364
1733,PA,2000,17,56.409949362022807,39.070426107399889
1734,PA,2000,18,57.518810742709327,95.570070308431781
1735,PA,2000,19,40.637927392031237,90.960035356837977
1736,PA,2010,1,237.52381800235807,47.519305643054757
1737,PA,2010,2,169.12560506107496,19.92222883775089
1738,PA,2010,3,192.11849875879665,274.28939371127234
1739,PA,2010,4,41.367886852190928,87.954721095021355
1740,PA,2010,5,134.16604757203029,244.42083344725867
1741,PA,2010,6,251.32404242243854,332.07462996703202
1742,PA,2010,7,192.33933062028385,292.15710203033103
1743,PA,2010,8,107.3189749688738,146.1026050870143
1744,PA,2010,9,193.71870866593619,327.67239652495221
1745,PA,2010,10,84.237432482701152,188.56543766534304
1746,PA,2010,11,87.0712918906993,147.24162030794625
1747,PA,2010,12,71.979246905837812,97.749497849690897
1748,PA,2010,13,331.60909883760519,154.73494410505634
1749,PA,2010,14,297.11007056423352,95.786624991711093
1750,PA,2010,15,183.66804170722534,260.76980830543971
1751,PA,2010,16,214.14116583629266,286.79510463658693
1752,PA,2010,17,172.6389201675199,130.4609764832326
1753,PA,2010,18,203.24410764348508,360.62159806501722
1754,RI,1970,1,53.546603404794801,27.784025843475341
1755,RI,1970,2,10.047406131853322,5.8537806883009909
1756,RI,1980,1,18.588932870536095,14.989666653746097
1757,RI,1980,2,7.8946723128749614,12.67552777727181
1758,RI,1990,1,6.1619245733811567,4.50125088235019
1759,RI,1990,2,50.748500746229688,18.715205581844717
1760,RI,2000,1,27.155489806765342,14.278782898583902
1761,RI,2000,2,60.6129280381124,22.670761518608519
1762,RI,2010,1,134.9437359919614,88.862345234722611
1763,RI,2010,2,253.02355484981075,148.33055495100018
1764,SC,1970,1,18.766724226400363,11.889543269907815
1765,SC,1970,2,65.639426539702242,86.588872806831461
1766,SC,1970,3,23.112583827786981,10.056189790919719
1767,SC,1970,4,20.909463901552087,12.486931093751274
1768,SC,1970,5,56.30883043678805,41.110429014260625
1769,SC,1970,6,52.562781362127119,51.762182895752908
1770,SC,1980,1,33.687296737113527,49.608427172379407
1771,SC,1980,2,57.401215894035545,76.116156237389276
1772,SC,1980,3,57.310000386647104,38.554207771749958
1773,SC,1980,4,14.577471296187165,16.065127543385973
1774,SC,1980,5,150.44576874056105,68.006233909045889
1775,SC,1980,6,21.982335294477288,11.188390249600602
1776,SC,1990,1,73.967021527666091,140.82258278235557
1777,SC,1990,2,115.41239457021432,161.72137616094213
1778,SC,1990,3,12.951183000459059,17.344817998072667
1779,SC,1990,4,14.70058206853783,25.969333950432212
1780,SC,1990,5,81.99975087714769,61.071306129158692
1781,SC,1990,6,71.948671324822172,31.997971783065037
1782,SC,2000,1,31.815406264970683,48.420400032319485
1783,SC,2000,2,42.88453419810542,62.471116482896178
1784,SC,2000,3,77.778424834182587,143.07264244559727
1785,SC,2000,4,48.115313987384674,100.48731316840269
1786,SC,2000,5,36.470237862093121,27.584983744695371
1787,SC,2000,6,151.51843668200428,77.455163314224336
1788,SC,2010,1,196.11908078439086,325.62239800977096
1789,SC,2010,2,201.84984435278963,347.28382431614682
1790,SC,2010,3,77.480533621174786,183.11275433619787
1791,SC,2010,4,153.28592209156474,313.19680765028784
1792,SC,2010,5,157.50460461248593,220.17304863646331
1793,SC,2010,6,316.75077868292817,118.50766051466024
1794,SC,2010,7,137.47493056486528,196.68424662310269
1795,SD,1970,1,5.6516962006184164,6.0912408107666289
1796,SD,1970,2,21.164764106175269,33.658288534614222
1797,SD,1980,1,31.095503550382134,19.483489385297474
1798,SD,1990,1,3.7187370452422197,4.6059923315992082
1799,SD,2000,1,18.145358646000506,13.536781150887572
1800,SD,2010,1,70.172504876543698,117.92752492875141
1801,TN,1970,1,14.818075282159022,29.533595262613826
1802,TN,1970,2,12.257527440781605,32.888882630482108
1803,TN,1970,3,20.670536198201038,15.868941880267624
1804,TN,1970,4,79.726804377188614,19.832649457607562
1805,TN,1970,5,79.236390519239819,47.156159890756065
1806,TN,1970,6,18.018512283543274,30.776593818110541
1807,TN,1970,7,74.516306801765765,26.589997229667645
1808,TN,1970,8,18.644907329207093,14.406927483670097
1809,TN,1980,1,24.206596603871887,74.003864017222384
1810,TN,1980,2,12.891163843278408,29.550115725107815
1811,TN,1980,3,74.176079709146023,56.334889686923866
1812,TN,1980,4,95.79319548276105,40.620940594981093
1813,TN,1980,5,36.171604674795603,15.872889481785876
1814,TN,1980,6,51.784024802101257,20.728491552993102
1815,TN,1980,7,9.2373700700050918,18.266699939864115
1816,TN,1980,8,43.229613616927125,16.541254894822767
1817,TN,1980,9,101.18240461169437,42.357586989469986
1818,TN,1990,1,45.662335579487916,108.05360996139521
1819,TN,1990,2,59.693995408024698,156.96882386293606
1820,TN,1990,3,25.041481568240624,34.982202285872376
1821,TN,1990,4,11.166357632986776,13.723467902255088
1822,TN,1990,5,52.618634099194402,21.775272907442062
1823,TN,1990,6,44.096471726402562,31.030886359640764
1824,TN,1990,7,50.541524048683208,94.065968625088601
1825,TN,1990,8,105.954334511101,48.566435662788138
1826,TN,1990,9,28.922669476770782,14.529331507597551
1827,TN,2000,1,13.476013972876348,37.69454694549534
1828,TN,2000,2,25.369158019339455,102.81483983666391
1829,TN,2000,3,62.813307930054499,129.04303173902503
1830,TN,2000,4,21.694091473719151,17.580790047150291
1831,TN,2000,5,60.14077829785284,30.606766716885808
1832,TN,2000,6,8.99137446651776,6.5244143043866805
1833,TN,2000,7,48.008950658272774,116.22900533685122
1834,TN,2000,8,11.155143986189387,6.0030745965414196
1835,TN,2000,9,110.2688754498395,30.696467250400616
1836,TN,2010,1,48.22271556129121,211.37489192407944
1837,TN,2010,2,86.034508551425205,283.8941571977731
1838,TN,2010,3,90.834018057208098,174.8807228214427
1839,TN,2010,4,73.194564330382448,114.60484568500479
1840,TN,2010,5,258.1728895963829,143.78188603621098
1841,TN,2010,6,104.01560435872022,331.22049620732128
1842,TN,2010,7,96.989908355191645,278.65590249049211
1843,TN,2010,8,99.936163083050474,266.15609706808254
1844,TN,2010,9,200.39600834633839,57.762234675171705
1845,TX,1970,1,40.76278647627953,11.774007973590669
1846,TX,1970,2,85.582508501092889,34.433247533374669
1847,TX,1970,3,13.996566227662218,39.360744176775192
1848,TX,1970,4,24.856322405115318,13.7861305307074
1849,TX,1970,5,51.187982251282001,51.719654103695461
1850,TX,1970,6,32.653905850422468,12.955778230335973
1851,TX,1970,7,13.594641693533339,64.316833698452555
1852,TX,1970,8,24.584384946017366,15.355380604264539
1853,TX,1970,9,85.910425672315299,48.223361906996828
1854,TX,1970,10,28.493936351824807,10.479882816007665
1855,TX,1970,11,15.062860702687294,9.1061459467914307
1856,TX,1970,12,32.325748700973207,13.490863589656758
1857,TX,1970,13,17.276864247752876,12.295356759072707
1858,TX,1970,14,42.447169404665786,25.041089936861464
1859,TX,1970,15,71.463426782995626,29.995271482595818
1860,TX,1970,16,55.073251577349218,32.329873495301875
1861,TX,1970,17,93.965244340317938,43.970235009140232
1862,TX,1970,18,62.137192548328436,12.098003239790009
1863,TX,1970,19,84.558568455129006,71.945879934300478
1864,TX,1970,20,75.14053236219489,15.834246027604587
1865,TX,1970,21,5.606252083531218,5.6448936682377004
1866,TX,1970,22,14.635767256206281,10.606200615317332
1867,TX,1970,23,93.414892855668981,40.314114906181388
1868,TX,1970,24,23.654297834284549,12.963770124645366
1869,TX,1980,1,152.48278530385943,94.674447858295196
1870,TX,1980,2,134.19428452448196,97.969915607666849
1871,TX,1980,3,24.990900548195356,107.82737008892262
1872,TX,1980,4,46.586924733556451,22.279915811501322
1873,TX,1980,5,113.004579127567,69.807879338472858
1874,TX,1980,6,33.954674558126214,54.856696065668189
1875,TX,1980,7,12.048407783629701,67.413845018592824
1876,TX,1980,8,45.041163928294004,78.399688647769466
1877,TX,1980,9,71.385631709622913,44.38825287251084
1878,TX,1980,10,132.06823801076331,57.295522957726739
1879,TX,1980,11,140.6214888233724,122.44414666290909
1880,TX,1980,12,147.44538113168142,63.736974519509324
1881,TX,1980,13,16.266992118071656,15.586377945661077
1882,TX,1980,14,51.670970255953051,45.64871583235707
1883,TX,1980,15,148.27810625898783,49.136743787893217
1884,TX,1980,16,77.9353747180906,53.712376293608401
1885,TX,1980,17,148.27810625898783,49.136743787893217
1886,TX,1980,18,110.2261844816592,23.529795634395246
1887,TX,1980,19,4.7843623349978674,5.1514918652876744
1888,TX,1980,20,153.36146896860791,59.706278835821919
1889,TX,1980,21,13.530289512299728,36.821216099925209
1890,TX,1980,22,49.97639311121538,111.40769296302933
1891,TX,1980,23,82.36214412066289,50.454836538096203
1892,TX,1980,24,60.962721067169369,31.290243042839251
1893,TX,1980,25,82.032594196768187,42.203094535651474
1894,TX,1980,26,12.857844822641749,20.784200465408521
1895,TX,1980,27,152.37435456483317,84.224529744295168
1896,TX,1990,1,111.68493548313022,86.563529073006478
1897,TX,1990,2,126.26746114465008,97.790248789534829
1898,TX,1990,3,58.455866425603141,163.01007797763938
1899,TX,1990,4,118.18595264211493,75.587565439296242
1900,TX,1990,5,33.617488419727643,34.033410050632718
1901,TX,1990,6,44.605349352644353,128.86293335780348
1902,TX,1990,7,52.831352902655439,159.91289920671952
1903,TX,1990,8,46.300095922551179,155.29100487374245
1904,TX,1990,9,42.256814455892652,33.626441894640479
1905,TX,1990,10,53.862081505653336,31.716572303916038
1906,TX,1990,11,69.45564393303772,46.721827771125739
1907,TX,1990,12,8.3984408962050612,8.6447639080382164
1908,TX,1990,13,9.5064986111120913,14.218891022817052
1909,TX,1990,14,13.676515191643116,12.607472543646679
1910,TX,1990,15,140.77592587610837,92.050540558621293
1911,TX,1990,16,30.404297074737833,18.115154927211179
1912,TX,1990,17,46.620527884899872,34.167115578129938
1913,TX,1990,18,79.089358475697097,29.316679568946419
1914,TX,1990,19,26.970646665656972,109.82849427734266
1915,TX,1990,20,160.48459713580698,90.79200853206315
1916,TX,1990,21,45.326580649539146,149.08960185996219
1917,TX,1990,22,31.639563512732238,67.868234719554536
1918,TX,1990,23,85.545484180508822,140.95103119397569
1919,TX,1990,24,88.423424528307251,62.689055152105588
1920,TX,1990,25,112.52467827333479,82.94879265839279
1921,TX,1990,26,47.089862423309427,137.45026303262841
1922,TX,1990,27,82.046806317722243,49.880198413079377
1923,TX,1990,28,140.32982622448679,48.356053911861736
1924,TX,1990,29,87.946010053306026,37.170054614093409
1925,TX,1990,30,161.18424220019222,57.620129327821452
1926,TX,2000,1,17.397253023899889,24.527585251172933
1927,TX,2000,2,17.259175040194737,20.325051107268269
1928,TX,2000,3,30.927801361021988,62.502682296661987
1929,TX,2000,4,6.8159557047867283,12.452197925943349
1930,TX,2000,5,39.339731764025338,73.791256527559426
1931,TX,2000,6,46.421392139690489,91.753012765751322
1932,TX,2000,7,68.465503624385207,107.49897199600454
1933,TX,2000,8,19.585029287847593,54.408148237188009
1934,TX,2000,9,45.809518283555164,20.145121596213226
1935,TX,2000,10,57.985497209030434,85.674542444002597
1936,TX,2000,11,5.1602968451593769,12.308041846619512
1937,TX,2000,12,54.027946855605265,131.36642730731094
1938,TX,2000,13,45.327840519132479,158.52293586052244
1939,TX,2000,14,26.928856046020083,57.941791413978862
1940,TX,2000,15,89.377026332358426,56.397209592533741
1941,TX,2000,16,126.93065473675819,66.506176750010951
1942,TX,2000,17,27.890749695732783,27.022292256589832
1943,TX,2000,18,101.03663452277651,29.63717042867798
1944,TX,2000,19,14.594659402835308,35.135134697151216
1945,TX,2000,20,102.55822924972897,46.082431014820592
1946,TX,2000,21,34.954444359113452,74.853320301886825
1947,TX,2000,22,17.050921453769899,23.405230165636535
1948,TX,2000,23,16.243221871375408,18.119872853574581
1949,TX,2000,24,12.00498115886281,14.823838446985134
1950,TX,2000,25,32.204486967021062,18.263557566218395
1951,TX,2000,26,25.441507672158487,52.181701513923372
1952,TX,2000,27,54.258213685985318,37.369508236190519
1953,TX,2000,28,47.725655821622453,25.576060450870845
1954,TX,2000,29,84.0559591364797,32.260799815986147
1955,TX,2000,30,90.341927386965523,22.744240132429226
1956,TX,2000,31,42.065983628083146,78.449660555635319
1957,TX,2000,32,36.396281784458772,56.833808273631789
1958,TX,2010,1,73.446885810765409,222.19661541311859
1959,TX,2010,2,87.744960894477515,172.46117234375134
1960,TX,2010,3,203.6901477052908,360.55129380507702
1961,TX,2010,4,113.00920252125466,342.85063452652679
1962,TX,2010,5,186.87829980898201,362.23507617575245
1963,TX,2010,6,182.55051651986076,282.48964264721769
1964,TX,2010,7,80.494844927653475,126.58705295153753
1965,TX,2010,8,83.957444018742578,319.11920059800718
1966,TX,2010,9,307.0380817070706,75.336141123259864
1967,TX,2010,10,143.24517452136499,236.90850819341262
1968,TX,2010,11,72.141488485784151,305.51757079914813
1969,TX,2010,12,130.5050371944784,345.87340584874556
1970,TX,2010,13,36.806892690846212,242.52464627504315
1971,TX,2010,14,78.420648082247567,116.876198947866
1972,TX,2010,15,203.10210971248708,136.60908381455599
1973,TX,2010,16,286.59223515243531,135.06536344776887
1974,TX,2010,17,156.49366851614948,287.94392126924851
1975,TX,2010,18,297.6071293698534,95.921527867743436
1976,TX,2010,19,72.958128898356833,306.54790294882338
1977,TX,2010,20,362.08977623643921,189.74487434071617
1978,TX,2010,21,198.41104453406084,324.18770179061795
1979,TX,2010,22,68.638770654992939,125.71491609230134
1980,TX,2010,23,227.39975494723106,225.28186659638513
1981,TX,2010,24,85.82164425338388,145.1626755872922
1982,TX,2010,25,207.58921298838732,329.74861035630022
1983,TX,2010,26,150.4618489417291,346.98563259198778
1984,TX,2010,27,114.6698053451218,187.6177641814557
1985,TX,2010,28,340.53553516153306,155.21923823136183
1986,TX,2010,29,343.18055984707445,113.54318390072578
1987,TX,2010,30,218.01586586686864,46.328360878943784
1988,TX,2010,31,124.95104201424077,221.78770529465751
1989,TX,2010,32,164.05301971163072,261.3858713725985
1990,TX,2010,33,349.10065964623453,124.2989279136296
1991,TX,2010,34,309.64437420466277,188.68878779780508
1992,TX,2010,35,341.74036955275693,174.72470823920676
1993,TX,2010,36,74.944530896723379,223.30998413293938
1994,UT,1970,1,31.601003326630064,24.203053708406607
1995,UT,1970,2,14.316422172352151,18.620836412769531
1996,UT,1980,1,21.587298540512705,32.419955760111556
1997,UT,1980,2,49.116396570365929,42.090971819042117
1998,UT,1980,3,6.9923374425554927,11.677211119457631
1999,UT,1990,1,52.13137325260697,115.7245735742777
2000,UT,1990,2,40.47241556949605,43.129163587245102
2001,UT,1990,3,22.707748584872821,21.018970742131582
2002,UT,2000,1,36.189772379576759,77.363029952629262
2003,UT,2000,2,49.130992911497856,37.190519068822383
2004,UT,2000,3,34.011928471290375,76.405266999818309
2005,UT,2010,1,93.837540191893126,239.35584078070755
2006,UT,2010,2,193.76507632543328,358.10230523488741
2007,UT,2010,3,87.356086417651824,268.33646002194058
2008,UT,2010,4,139.88744737022358,157.79955509995693
2009,VT,1970,1,13.537486248759555,27.660876137299027
2010,VT,1980,1,6.8191881285434084,11.724482610335007
2011,VT,1990,1,21.879727934028384,11.042140849076116
2012,VT,2000,1,37.520215179878626,19.434013731374232
2013,VT,2010,1,141.13959279621935,55.472744229973792
2014,VA,1970,1,9.7075933659513396,6.7913676194737036
2015,VA,1970,2,6.5248224519965783,6.1449749997257195
2016,VA,1970,3,22.591172733378553,18.122368666426016
2017,VA,1970,4,8.9471263899880196,6.55064570459942
2018,VA,1970,5,91.834588468828954,35.004787116864776
2019,VA,1970,6,55.879821894826847,84.029092139581152
2020,VA,1970,7,29.745783979990215,47.22165223671589
2021,VA,1970,8,47.701576483422222,44.09099385170186
2022,VA,1970,9,14.15095528856873,23.61652052911516
2023,VA,1970,10,38.372706433941296,35.79577141694778
2024,VA,1980,1,8.1453752961632606,7.650131714086724
2025,VA,1980,2,70.021153449657902,45.946425901853786
2026,VA,1980,3,6.9801103259418813,5.832652443785042
2027,VA,1980,4,25.739144702226657,15.469340799048485
2028,VA,1980,5,144.6563834072897,116.62123191211496
2029,VA,1980,6,32.758370530721372,22.390938493932005
2030,VA,1980,7,89.16769369606628,131.22026151836241
2031,VA,1980,8,29.704398651540203,36.967456805897157
2032,VA,1980,9,57.849394254524611,46.724714113573967
2033,VA,1980,10,34.314002300724539,55.374299817893601
2034,VA,1990,1,4.8494622824847688,4.163576277631428
2035,VA,1990,2,20.189515433646168,12.438192162802086
2036,VA,1990,3,33.341270937155237,13.444006619852619
2037,VA,1990,4,49.865185694219669,21.760927968266124
2038,VA,1990,5,10.445459574006348,8.8907034698285283
2039,VA,1990,6,47.794173232513288,91.601236664868338
2040,VA,1990,7,29.485771396393442,77.940373692957564
2041,VA,1990,8,62.262538110944988,35.101953712580354
2042,VA,1990,9,70.174648184727786,39.281101029563366
2043,VA,1990,10,38.414298771637327,94.460546384858077
2044,VA,1990,11,26.153778930085277,35.692502656681171
2045,VA,2000,1,11.636572188383214,10.980036649814556
2046,VA,2000,2,36.020790134688063,47.42513542817364
2047,VA,2000,3,79.934573022772184,39.324155804788845
2048,VA,2000,4,92.972858673074484,152.37870813990648
2049,VA,2000,5,32.674695251455759,44.656283993254888
2050,VA,2000,6,110.69190228162648,186.16897709890839
2051,VA,2000,7,67.610484158990019,125.97686571701668
2052,VA,2000,8,88.25466945269271,48.142184487072157
2053,VA,2000,9,33.405023706590462,21.949836623228716
2054,VA,2000,10,36.457216944005459,64.021210569437756
2055,VA,2000,11,37.699140036324181,41.961498195006897
2056,VA,2010,1,79.873038453448814,137.83338048292887
2057,VA,2010,2,36.305194383851088,52.170054854435499
2058,VA,2010,3,5.5832637188562471,4.4969460672168546
2059,VA,2010,4,26.452736523839508,30.536131217859531
2060,VA,2010,5,118.28424974669981,171.79450797266128
2061,VA,2010,6,177.81072795496902,346.34756369408063
2062,VA,2010,7,155.29566195496574,227.81007897606608
2063,VA,2010,8,230.9925457414077,105.22501759496032
2064,VA,2010,9,61.069924957760243,118.91662962697937
2065,VA,2010,10,111.56706989438855,148.57006988470468
2066,VA,2010,11,232.43483852953597,148.19584470936536
2067,WA,1970,1,7.4760252497192612,16.130250077356887
2068,WA,1970,2,33.477311340717286,24.495975870330778
2069,WA,1970,3,49.370995706093275,27.595197122098305
2070,WA,1970,4,28.244713526674705,23.432437997934525
2071,WA,1970,5,14.751656559404232,9.1012347769298287
2072,WA,1970,6,24.733291861670811,12.305857391892998
2073,WA,1970,7,11.504005217018674,5.2438179996206618
2074,WA,1980,1,31.8662878349555,41.445295928918185
2075,WA,1980,2,45.495414305441557,28.127840448423324
2076,WA,1980,3,20.76427661854289,12.671270763785946
2077,WA,1980,4,42.429486325139003,113.89557159700659
2078,WA,1980,5,64.396874043688655,26.583403242045616
2079,WA,1980,6,88.663873562135834,44.578648224521814
2080,WA,1980,7,112.09829163103703,41.100146348660736
2081,WA,1980,8,29.220906516062012,48.365381243963014
2082,WA,1990,1,62.363137654155757,57.386056254411663
2083,WA,1990,2,61.488587326882076,62.855635879280499
2084,WA,1990,3,59.621056530679205,52.993902158624472
2085,WA,1990,4,15.597028113977796,21.785965829667767
2086,WA,1990,5,35.880956130218237,42.4109542077627
2087,WA,1990,6,71.345803659552899,35.958600560818155
2088,WA,1990,7,111.91557821104509,29.781330414767488
2089,WA,1990,8,25.664340560600895,49.289786438952973
2090,WA,1990,9,35.065948162683739,26.913478394876876
2091,WA,2000,1,64.883868689256886,38.456787563745145
2092,WA,2000,2,41.19259308145503,28.524822904209515
